fans,lights,fridge,tv,ac,water_heater,washing_machine,microwave,num_family_members,house_size,num_rooms,voltage,electricity_bill
5,3,1,0,0,1,0,1,7,3419,4,220.32022503985638,2597.413339639363
4,12,1,1,0,1,0,0,4,1779,4,245.6152368794239,3018.0836586151686
4,5,1,1,1,0,1,0,4,3461,5,237.03140529599233,4321.616066043238
4,10,1,1,0,1,0,1,5,707,6,247.13843010105447,3050.5157759771228
2,10,1,1,0,0,1,0,6,2235,7,233.71579485525373,1732.4083817232458
2,15,1,1,1,1,1,0,7,545,1,229.50630004148786,6145.302665937538
2,10,1,1,0,0,0,0,4,3431,2,234.2678133442268,1394.109493084484
1,13,1,1,0,1,0,0,7,2349,5,231.35187124786805,2892.5531111338128
2,11,1,1,1,1,1,0,7,708,9,237.16052378745468,5912.252553031676
2,8,1,1,2,0,0,0,6,546,1,246.9718501227616,6895.1949530509755
1,10,1,1,1,1,0,0,4,1507,1,232.3720360959186,5521.1571655970465
5,15,1,1,0,0,0,0,5,2075,1,230.76019296308425,1899.2329365927383
1,11,1,1,0,0,0,0,4,1987,3,217.2237127697487,1361.481420095547
5,7,1,1,1,0,0,0,2,2662,5,242.41003115336483,4169.420209487343
3,9,1,0,0,0,0,0,5,990,5,216.58992166134962,1212.891349525992
4,9,1,1,1,1,0,0,4,839,8,250.0,5662.622652112515
4,10,0,0,1,0,0,0,4,527,9,231.80584344141974,3886.652560101347
2,10,2,1,0,1,1,1,1,3684,7,231.22574100280025,3432.17734382465
2,5,1,1,0,1,1,0,4,1924,2,238.70252158414894,2787.5874932487086
6,5,1,1,1,1,0,1,2,1775,2,236.27649346765972,5677.655715271063
5,7,1,2,1,1,0,1,7,1485,8,250.0,5826.103000548175
2,7,1,1,0,0,0,0,3,840,8,235.16332216098382,1237.3333521293378
3,10,1,1,1,1,0,0,3,1837,3,250.0,5653.367886534818
5,13,1,1,0,1,0,1,6,910,2,244.21691995086903,3216.319291838837
3,12,2,1,0,0,1,1,2,1870,3,236.4287042009649,2215.43016478162
3,7,1,0,0,0,0,0,3,1719,7,214.5559334378993,1101.4929161834305
2,8,1,1,0,0,0,0,5,2554,3,227.72858856067668,1272.1872208355533
4,14,0,1,0,1,1,1,4,717,2,247.06941397036232,3284.496089211676
2,9,1,1,0,1,0,0,7,761,4,250.0,2676.5018717291787
3,15,1,1,2,0,0,0,6,2105,1,241.8820130632074,7346.9528142638355
4,10,1,1,1,0,0,0,2,442,9,238.27818440438847,4323.210872939267
3,6,1,1,0,0,0,0,1,3194,2,218.76857209961966,1271.1260303455026
3,10,1,1,0,0,0,0,6,2452,5,227.3516471601069,1405.4036354277166
0,13,1,2,0,0,1,0,7,2360,5,229.4320145215235,1807.423753193019
4,14,1,0,0,0,1,0,7,2421,5,217.0273352277884,1856.6799594292852
1,9,1,1,1,0,0,0,1,1351,4,241.61398620136714,4021.740652485674
3,5,1,1,0,0,1,0,4,2704,9,234.57164809615304,1429.9878600931327
2,5,1,0,1,0,0,0,6,2720,5,232.35292689425282,3784.5897400963368
2,13,0,1,1,0,1,0,4,3285,4,240.24456758147957,4327.384294707033
3,6,1,1,0,0,0,1,2,2932,4,229.15563528226548,1290.118666193435
3,9,2,1,0,0,0,0,2,1870,2,243.52003406003192,1612.1065781023958
2,11,1,2,0,0,0,1,5,2650,7,225.1091160994035,1741.8674628433785
3,8,0,1,0,0,1,0,7,405,2,221.72860555350755,1298.7494434414934
1,12,1,1,0,1,0,0,6,2456,4,238.77504680116238,2796.4655689939373
2,14,1,2,0,1,0,1,7,3452,1,231.19521393505917,3272.1464987002078
4,7,0,1,0,0,0,0,2,1505,8,238.5985410510347,1046.1711540971025
2,9,1,1,1,1,0,0,1,1847,8,243.91870178722914,5473.590272664809
3,8,1,1,0,0,0,1,5,890,7,231.8808692203655,1414.5510742857534
1,15,1,0,1,0,0,0,3,2096,4,237.39061625997266,4247.9219220779805
1,9,1,1,0,0,1,0,2,812,1,226.39684347116588,1455.703018043082
5,15,1,0,0,1,1,1,5,2429,5,230.17728457176236,3508.114097722881
1,13,1,1,1,1,1,0,6,3963,5,236.59031087531196,5945.689628248894
1,12,1,1,0,0,0,1,4,2056,7,242.10633680061227,1513.649355753098
5,17,1,1,0,0,0,1,2,1379,3,236.87783171614484,2109.4247905790144
1,14,1,2,1,1,0,0,3,2317,5,238.4952196953904,5902.89570964005
1,11,2,1,1,1,1,0,5,1461,5,242.6066503386694,6123.968241798911
5,7,0,2,2,1,0,1,6,1310,3,250.0,8389.218363011996
2,5,1,0,0,1,1,0,1,1902,3,225.33395556589966,2638.2114717724817
4,12,1,1,1,0,0,0,2,746,9,234.0773372639977,4433.613071117766
3,14,1,0,1,0,0,0,1,1732,5,229.98639210966775,4280.521098644986
1,7,1,1,0,0,0,0,6,1073,5,233.67384924600606,1157.0031276345812
2,11,1,1,1,0,1,1,7,474,4,238.53347717618428,4622.438307377352
2,9,1,0,0,0,1,0,7,3042,9,217.34854583056537,1493.3627136258128
2,6,1,1,0,1,1,0,4,824,7,228.9373703456817,2874.091258340662
3,7,0,0,0,0,1,0,4,3299,6,224.03556131843737,1108.3921885698724
3,8,1,1,0,1,1,1,5,2325,3,238.71685676860722,3096.8843809026475
0,13,1,2,1,0,1,0,7,789,8,225.94022131298732,4650.854390982699
3,12,1,1,1,1,0,1,3,2908,9,232.26174836589703,5875.832336764834
3,11,0,1,0,0,0,1,4,3744,3,230.8930712763739,1312.3484626998777
4,10,1,1,0,0,1,0,3,3267,4,234.15239987095734,1790.4019013780267
3,14,2,2,0,0,0,0,2,1787,9,241.6824834927006,2110.320161029153
4,9,0,2,1,0,0,0,1,580,4,231.54209016784927,4157.086137893215
3,10,1,0,0,0,1,0,2,3502,1,221.6785209700683,1570.9057693272923
2,14,1,1,0,0,1,0,1,2625,2,226.24376536405427,1817.1084333097654
4,11,1,1,1,0,0,0,7,3787,9,230.08563423650514,4379.684960329448
3,13,1,1,0,0,0,0,5,1830,9,230.52044033488335,1600.7223742605531
6,9,1,1,0,1,1,0,3,2042,9,218.08102519301298,3274.9186133732305
0,10,1,0,1,1,1,1,7,1626,9,236.70362749648166,5692.583417375101
0,11,1,1,1,0,1,0,7,3575,5,239.98963418927408,4400.279282869816
4,13,1,0,0,0,0,0,3,2640,5,235.89594630143077,1543.7033571837003
2,11,1,1,0,1,0,0,6,3899,4,234.3572573510645,2849.7455865994643
2,11,2,1,1,0,1,0,4,3181,6,237.9709382464834,4764.247923293104
3,6,2,1,0,1,0,1,7,2593,5,226.28396933237244,2958.929286797156
3,8,1,0,0,0,1,0,6,2087,4,233.36848475961392,1470.4505490174524
3,11,1,0,0,0,0,0,4,1819,8,226.90409768553414,1386.1232520413632
2,12,1,1,1,0,0,0,4,2319,3,247.8977820121741,4269.220898506535
2,9,1,1,0,0,1,0,2,2685,8,228.49828403813066,1573.273745886382
1,11,1,1,1,1,0,1,3,1667,3,241.25697119700953,5648.979353513734
5,12,1,1,1,1,0,1,3,3110,2,231.99671519242466,6050.950865324702
1,5,2,1,1,0,0,1,7,3480,2,233.13756679577853,4205.2988844199435
0,7,1,2,0,1,0,1,5,862,8,239.14917564624227,2699.831180974986
3,15,1,1,1,1,1,1,6,1229,5,245.39321456356902,6324.733470402859
3,9,1,1,1,0,1,0,6,2511,3,239.25120863547062,4453.140637051283
1,10,1,2,1,0,1,0,4,2935,8,237.38798613886712,4530.979209602756
1,8,1,0,0,1,0,0,2,1646,9,229.46047095374163,2445.3925882233025
4,6,1,1,0,1,0,1,3,745,2,244.36853083727084,2802.6053748266118
1,17,1,1,0,0,1,1,1,3004,9,241.31255332468615,2035.8327976350363
2,11,1,1,0,0,0,0,7,1528,8,210.46049778484718,1423.4992461432116
2,11,1,2,0,1,0,0,5,1166,6,226.01401460393504,2971.393823680075
1,10,1,1,0,0,0,0,7,523,5,237.38876706154352,1309.9710702566736
6,6,1,2,1,0,0,0,6,2400,1,230.55823079306364,4397.836528453885
3,5,1,2,1,1,1,0,2,2943,3,231.86961667918413,5791.1425038608895
0,11,1,1,1,1,1,0,5,3327,6,241.4770149663994,5775.854403890275
3,10,1,1,0,0,0,0,2,2655,8,226.54637786990153,1417.872276787689
0,14,1,2,1,0,0,0,4,2554,9,226.45694148266156,4405.9162864638865
4,17,1,1,1,0,0,1,2,1212,6,238.68096955310085,4817.392608505635
1,7,1,1,1,1,1,0,6,553,5,228.40849480208203,5614.995441821728
6,11,1,0,0,0,1,0,5,2836,6,217.6881939719761,1842.5538016256228
4,9,1,2,0,0,0,0,6,1099,5,225.95479635406474,1572.9868716056965
2,6,1,1,1,1,0,0,2,3093,3,247.60487334099014,5356.470383003195
4,10,1,1,0,0,0,0,1,2902,2,229.02998727848615,1527.4123219431062
2,10,1,1,1,0,1,0,5,2107,4,230.84544327822167,4498.862913732358
4,12,1,1,0,1,1,0,6,3620,3,241.24723926843376,3308.861445393744
3,11,2,1,0,0,0,0,3,2717,5,226.72879819390604,1744.121369882805
4,6,1,2,1,0,1,0,6,3239,6,224.71776024537922,4492.834286514385
3,11,1,0,1,0,0,0,2,1157,9,230.96912235056993,4206.986149780386
4,9,1,1,0,0,0,0,3,3835,2,235.88892303906556,1424.8512035327485
0,8,1,1,0,0,0,0,3,1804,7,234.64204695394727,1104.4769061608104
2,9,1,0,1,0,0,0,7,1898,3,229.6670710138616,4016.394053305697
2,14,1,1,0,1,0,0,7,1672,7,240.39895878900674,3000.632335228692
2,12,1,1,0,1,0,1,6,1891,3,225.9027302593089,2999.2746940658567
5,19,1,0,0,0,1,0,3,2221,9,233.17871975897492,2213.9122253812598
4,6,1,2,0,1,0,0,1,3566,5,240.78093179841758,2818.362650150593
4,14,1,1,1,0,0,1,7,1621,5,232.03477559859098,4630.325644832812
2,15,1,0,0,0,1,1,1,3754,1,210.01711420368562,1897.1627040492979
3,8,1,1,0,1,0,0,3,1843,7,231.77900857684207,2730.178717386558
3,14,1,0,0,1,0,0,4,2091,8,231.59219013139776,2919.543417693642
2,11,2,1,0,0,0,1,4,3167,8,235.47028404470038,1820.7375455702647
1,6,1,2,1,0,1,0,4,2743,2,235.0972648699234,4317.78911001001
2,12,0,1,1,0,0,0,6,3069,2,241.9180005537211,3990.50050323456
4,11,2,0,0,0,0,0,2,3403,1,228.32464879978798,1718.1400261006459
2,10,1,1,1,0,1,0,7,2662,6,229.54571471692202,4426.234642697334
5,19,1,0,1,0,0,0,2,623,1,227.7177277303584,4739.68605541047
2,8,1,1,0,0,0,0,2,2870,6,223.5907525709172,1236.994599966741
3,11,1,2,0,0,0,0,1,3891,1,225.37594641742248,1671.443841672439
5,8,1,0,1,0,1,1,5,1799,1,237.71264811910635,4473.389450621688
4,12,1,2,0,1,1,0,1,1692,5,248.92500495530174,3447.6346454128975
1,9,1,1,0,0,1,0,6,405,6,225.28069001572874,1512.9379767862415
3,11,2,0,1,0,0,1,5,2358,6,245.45873274815636,4497.564557677767
5,7,1,1,0,0,0,1,5,3142,8,229.11681626362864,1495.4290465487745
0,10,0,1,0,0,0,1,7,3958,8,217.6888117425985,1031.5495577151255
3,12,1,1,0,0,0,1,1,1125,3,248.56095974161948,1645.372333749546
3,10,1,1,1,0,0,1,3,1386,1,242.76679952340797,4325.186169389812
3,11,0,2,0,0,1,0,4,2434,7,243.08640915463423,1626.5184077819758
2,9,0,1,0,0,0,0,1,3068,6,218.04818887817248,1041.8386607552825
2,9,1,1,0,0,1,0,1,605,2,230.43399368510603,1598.225245975442
3,7,1,2,1,0,1,0,6,2823,6,237.96283029022933,4564.632052912285
1,10,1,0,0,1,1,0,3,530,6,233.64199838538983,2895.8800106603285
3,10,1,1,0,0,0,0,7,3528,7,238.46107389711938,1462.6608686513525
3,12,1,0,0,0,0,0,3,1582,9,226.05806291778174,1449.4826785918915
3,10,0,1,1,0,0,0,3,2976,9,234.77242278472207,3884.7440671403633
2,9,1,0,1,0,0,1,1,785,9,228.63061351685656,4072.3861638314715
3,8,2,0,0,0,1,0,4,3367,9,233.60831888396908,1789.68661647526
3,5,1,1,1,0,0,1,7,613,2,234.0831127931726,4023.572272933464
3,8,1,0,0,0,1,0,1,2771,8,229.50674032438863,1419.3784863266706
5,10,1,1,0,0,1,1,1,1103,9,232.84523071895592,2019.8055065392928
3,8,1,0,0,1,0,1,5,2835,4,240.2007157584263,2692.5295431890463
4,6,1,1,0,0,0,0,6,3067,1,250.0,1293.471605553851
3,13,1,2,1,0,0,0,4,2928,5,240.08100251987622,4513.862013779552
6,5,1,1,1,1,1,0,5,930,1,250.0,5901.541975207452
6,7,1,1,0,0,0,1,4,807,4,226.61887753460522,1606.6830199315793
1,9,1,1,0,1,0,0,2,3159,4,238.55237852709772,2628.1048249127225
3,3,1,2,0,0,0,0,2,3384,8,227.71229942686156,1154.2588531702897
4,7,1,1,0,0,0,0,7,3395,6,242.65003184813432,1301.2558213555621
4,13,1,1,0,0,1,1,2,2036,9,244.00637250580104,2069.5932234732586
5,8,1,1,2,0,0,1,1,3081,4,240.74081795204043,7188.67791250397
5,13,2,2,1,1,0,0,2,2782,6,244.06230954649794,6369.35571371621
4,9,1,1,1,1,0,0,2,1637,2,236.17284134308412,5656.813234246806
2,11,1,1,0,1,1,1,4,913,3,228.80929253089565,3206.2840271414875
1,9,1,1,1,0,1,0,5,3766,9,217.64155410531268,4302.692080650706
4,10,1,1,1,0,0,0,3,1908,1,220.01943013240287,4278.3016015781905
1,5,1,1,1,0,1,0,1,3645,6,234.48331350803537,4101.3082122474025
4,9,1,2,0,1,0,0,5,3890,5,229.06993057107766,2977.43360744481
4,7,1,1,0,1,0,1,1,2561,8,243.6278394858216,2830.28409074697
4,8,1,0,2,1,0,0,2,2040,1,250.0,8229.368651983927
0,8,2,1,0,1,1,1,1,3720,1,231.27010805471005,3241.5303170431243
6,9,1,1,0,1,1,0,4,2219,7,229.04546137395351,3313.3803453836963
4,6,1,1,1,1,1,0,4,3309,7,250.0,5716.43796286862
2,10,1,1,0,1,0,1,1,3555,3,237.2596988714731,2879.2213506540907
3,12,1,0,1,1,1,0,1,3162,1,240.793633596028,5874.987455783393
3,15,1,1,1,1,0,0,6,3845,6,236.85346333381653,5852.404556450407
3,3,1,1,0,1,0,0,4,3644,5,241.4449663286303,2463.444485933193
2,9,1,1,0,1,0,0,2,3895,1,249.00227748389594,2708.8790825728574
4,8,1,1,0,0,1,1,3,3053,9,221.68809669917349,1795.546461030906
3,15,1,1,1,0,0,0,2,2753,2,235.88443611335097,4578.152247456354
4,9,1,1,1,0,0,0,5,2429,3,237.89030481044963,4292.140713555936
4,9,1,2,0,0,0,1,7,3800,7,240.1808496965278,1733.709166994385
4,10,2,1,2,1,0,1,4,2878,7,240.22903261319848,8897.769352298932
2,10,0,1,1,0,1,0,7,2920,4,231.59508797495542,4153.605730604348
2,8,1,0,1,1,0,0,5,3955,2,242.48636350080196,5356.6066942822645
1,14,1,1,0,0,0,0,6,946,6,237.38986666300303,1520.723565821914
2,10,1,1,1,0,0,1,3,3462,1,239.6777833253843,4278.840380593473
3,14,2,0,0,0,1,0,5,3777,4,229.44583141590283,2075.961355350078
4,10,1,1,0,0,1,0,1,3643,6,241.4437261751123,1773.5678490553094
4,7,1,1,1,0,0,0,6,1859,1,225.068156189264,4135.1906550881
1,4,1,2,1,1,0,0,1,3326,9,236.52247189666417,5272.22244286442
2,10,0,0,0,1,0,0,4,873,9,233.60464107409626,2318.7674235418554
4,15,1,2,0,0,1,0,4,386,6,250.0,2193.5948535772613
0,10,1,1,0,0,0,0,3,677,5,235.1144378129022,1241.2352980066448
1,5,1,1,0,0,0,0,2,3690,6,231.20967471154847,1047.0952437237045
5,10,1,1,1,1,0,0,4,3404,2,238.23344162704393,5780.257731883284
1,12,1,1,0,0,1,1,5,1134,4,232.1888224586821,1801.1548939738911
0,11,1,1,1,0,0,0,6,2279,5,231.54392111589942,4084.927552679603
1,16,0,1,0,0,0,0,7,1755,6,234.32177289080607,1308.5642407580658
2,10,1,1,0,1,0,1,7,2740,7,236.00347882822635,2842.943255935381
2,9,1,1,0,1,0,0,3,607,3,223.82405046635296,2681.5847142696725
3,11,2,1,1,1,1,1,2,2001,2,250.0,6358.971965657811
3,15,1,1,0,0,0,0,5,1494,8,212.32043830315348,1701.5676339956499
4,12,1,1,1,0,1,0,3,3734,6,233.5843203047867,4658.484873937186
0,4,1,1,1,0,1,0,6,1552,7,238.0431981855342,3973.208214661317
4,13,1,0,1,0,1,0,6,3952,1,243.70771816494508,4600.030335387478
0,14,1,1,1,0,0,1,7,2294,4,229.9723085441554,4334.4434917529825
2,12,1,2,0,1,1,0,4,3373,2,232.62691950787504,3257.0153477631775
3,6,0,0,0,0,0,0,7,2456,5,221.006625253791,725.1570605645617
6,3,1,1,1,0,0,0,6,2427,9,238.1210694620513,4080.543022655956
2,12,1,1,0,0,0,0,6,1761,2,241.62908743452712,1515.0051500789123
3,8,1,0,1,0,0,0,1,1842,4,241.05575541578003,3969.283702734054
2,13,0,1,1,0,0,0,4,3186,2,220.4150670063953,4096.411804290166
5,8,1,1,1,0,0,0,1,2765,9,240.4674372485996,4290.453899460455
5,10,2,1,0,0,0,0,6,2730,1,242.9641310281808,1863.5417239352294
4,2,1,1,2,0,1,1,7,837,1,240.03043287043516,7046.556841574292
4,11,1,1,1,0,1,0,3,2671,6,232.07099207818538,4652.0400023286575
1,11,1,1,1,0,1,0,5,1162,7,229.50165940292416,4399.573529293328
3,2,1,1,1,1,1,0,6,795,3,235.041867264409,5459.603314208667
3,12,1,1,0,1,0,1,3,786,8,228.2087206745025,3047.5822132930016
2,11,1,1,1,0,0,0,4,773,2,240.4696257730387,4221.490693015805
5,8,1,1,1,0,0,0,2,2218,2,239.3219230351798,4314.72126447674
2,8,1,0,1,0,1,0,2,2723,1,230.54470207500668,4183.010932783244
5,9,1,0,0,1,1,0,2,3480,3,220.5099406663558,3052.0740952773813
3,15,2,1,1,1,1,0,5,1765,7,241.77026482607252,6496.095258320595
0,9,1,1,0,1,0,0,5,1046,6,236.13257151468056,2555.7033127870386
4,12,1,1,1,1,0,0,5,3130,5,250.0,5821.350191292607
2,14,1,1,0,1,1,0,1,2111,2,237.8955951268444,3286.751824352027
4,9,2,1,0,1,1,0,2,3232,6,240.35083754320442,3453.936047098604
5,11,1,1,1,0,1,0,7,480,8,230.87321453815656,4702.2751506607365
3,10,1,1,1,1,0,0,6,3313,6,245.12647049377512,5650.310028156474
1,7,1,1,1,0,0,1,2,2587,5,227.552364243291,4059.7747017972406
2,7,1,1,0,0,1,0,1,305,5,226.2616261583555,1512.001484948232
2,12,1,1,0,0,1,1,7,1265,9,230.2459353169175,1818.8500472443013
1,7,2,1,0,1,1,0,4,3454,8,230.89746311820224,3097.756929910942
4,5,1,1,1,1,0,1,4,3956,8,231.9104489611007,5507.469874069382
4,10,1,1,0,0,0,1,5,1598,8,227.53530979388455,1619.5912908786659
4,8,2,1,0,1,0,0,5,2710,8,250.0,3068.3115246771536
2,11,1,1,0,0,1,0,4,342,7,234.70641899827183,1707.4609470624573
3,3,1,1,0,0,1,0,2,3846,5,234.16489225965594,1333.7368612208136
6,12,1,1,0,0,0,0,1,3766,2,239.82628736351165,1751.632404999144
6,13,1,1,1,0,0,0,3,1710,1,223.12524195891297,4701.512084137074
5,17,1,1,1,1,1,0,7,1150,9,238.9884669262035,6455.555437517752
4,10,1,1,0,0,1,0,2,1376,2,236.08980965262558,1825.3429531045606
5,10,1,1,0,0,1,0,2,1669,3,234.0667150532283,1897.1213506250365
3,9,1,2,1,0,0,0,5,1613,8,245.2874567521978,4344.544332511388
1,12,1,1,1,0,0,0,6,3844,1,225.70703496006013,4221.628235225888
2,13,1,1,1,0,1,0,3,2149,9,230.3986709711747,4618.355477586253
3,13,1,1,1,0,1,0,6,3449,6,244.67054000042734,4738.5588797507935
0,8,1,1,1,0,0,0,3,1312,3,245.42070123608568,3924.168368629718
1,14,0,1,0,0,1,0,3,1411,8,239.89305417226643,1522.6093707972022
4,11,1,1,0,0,0,0,6,3103,3,246.59714938883798,1521.6625844319362
1,3,1,1,1,0,0,0,7,1645,5,216.87465268124478,3699.7203900798904
2,6,1,0,1,0,1,1,3,3110,4,227.17260799519278,4176.144020066912
4,15,1,1,0,1,0,0,7,839,8,237.7394849813399,3193.0914337495587
1,14,1,2,1,0,0,0,3,3060,2,237.5705173493811,4422.9290245915545
4,6,2,1,0,0,1,0,2,1221,9,234.73105557809893,1799.5782015145319
3,8,1,1,1,0,0,0,5,3772,7,229.69386809330632,4100.000657321413
2,13,1,1,0,0,1,0,4,1222,1,230.45584659981202,1818.719809917855
5,13,1,1,1,0,0,0,7,3454,4,239.7198924164284,4587.150119699096
1,13,1,1,0,0,0,0,5,1555,5,250.0,1487.6761856934334
7,7,1,1,0,0,0,1,2,2530,7,223.38812037004612,1663.1478158193888
7,9,1,1,1,0,1,0,6,3449,1,242.63605432960614,4700.909713056917
3,16,1,1,1,1,1,0,3,1174,6,237.2282329520446,6252.837736332496
1,8,2,2,0,1,0,1,6,3626,2,233.2860468816587,3123.895256456594
2,20,1,0,0,0,0,0,6,1974,3,220.63995727579888,1815.2617172559583
3,6,2,1,1,0,0,0,7,2810,7,235.88357311417158,4283.000077187808
2,9,0,0,0,1,0,0,5,1379,5,218.8587020210687,2356.5459859157986
0,11,1,0,1,0,1,0,1,2084,5,242.7355051559549,4282.561551848609
4,4,1,1,0,0,1,1,3,3704,6,223.14342546820677,1606.836073385033
4,12,1,0,2,1,1,0,2,1297,6,236.6882187163918,8781.308059580793
1,13,1,1,1,0,0,0,7,3837,8,246.16130327982103,4316.044003879545
1,14,1,0,0,0,1,1,7,1746,4,226.60295161252478,1787.5184397818198
2,10,0,0,0,0,1,0,6,682,1,206.65577281373572,1224.8658174985114
2,7,1,1,1,0,1,1,2,2495,7,232.78161443520025,4347.02944976403
1,15,1,1,0,0,0,0,3,2371,3,240.02096661374358,1557.1168314962981
2,10,1,1,0,0,0,0,5,1683,1,239.45811087838763,1383.1956029838186
5,10,1,1,0,0,0,0,3,1922,6,243.95432775835837,1566.1873265110412
2,9,1,0,0,1,1,0,5,2180,3,245.48924572640723,2848.4511450237756
3,6,1,1,0,0,0,0,2,3678,3,239.0407264179584,1218.5364877666418
3,14,1,2,1,0,0,0,3,2820,7,250.0,4606.204433060809
1,12,1,0,1,0,1,0,5,1356,5,241.72395358325417,4343.977853817537
5,10,1,1,0,1,0,1,1,1121,7,237.21050514747137,3156.901984606021
4,12,1,1,0,0,1,1,6,3701,1,247.19673816006605,1986.0590315777395
5,7,1,1,1,0,0,0,7,2718,4,237.2249030045165,4190.551200282031
5,10,1,1,1,0,0,0,4,1287,3,237.973826277109,4392.215265462109
7,15,0,1,1,0,0,0,1,2888,8,250.0,4523.495553540984
2,8,1,1,0,0,0,1,5,999,2,227.7041747070582,1387.5895915364838
1,10,1,1,0,0,0,0,2,1369,7,226.73856447303245,1344.6462734450743
3,8,1,1,0,0,0,0,7,1410,7,235.4005686880522,1382.3400734507836
2,15,1,1,0,0,1,1,7,1377,9,247.5902449663075,2023.819902197629
4,10,1,1,2,0,0,0,4,2213,8,229.7912797166907,7116.259825568289
4,11,1,1,0,1,0,1,6,1625,3,237.22113016314108,3055.646700875713
4,13,1,1,0,0,0,1,5,1075,5,230.34467385468017,1804.914104183556
1,13,1,1,0,0,0,0,5,3495,5,230.9687589659417,1486.9843234890577
3,7,1,1,0,0,1,0,5,2890,5,236.76361948459552,1472.7126574450438
3,13,1,1,0,0,1,1,4,1320,5,236.36940587662997,1958.5495177343969
3,6,1,1,0,0,0,1,1,426,9,233.12116339866728,1361.7370173204588
5,7,1,1,0,0,0,0,6,781,7,222.2723512579324,1434.2578422143117
2,5,1,2,1,1,0,1,1,2746,8,236.91952760320055,5523.78286415086
3,6,1,1,1,0,0,0,2,3458,1,241.79375233853304,4018.7428425955804
2,7,2,1,1,0,0,0,4,2524,8,244.91489224714445,4272.966799482141
2,9,0,1,0,1,0,1,3,2856,9,230.2843235791763,2512.9176239812805
3,17,1,0,1,0,0,0,2,2040,2,240.58716358076464,4500.768828640323
4,12,2,1,1,0,0,0,5,1204,6,237.41782313335167,4717.91719900362
5,9,1,1,0,0,0,0,6,2284,4,234.61504582295717,1541.561662379702
4,10,1,1,0,0,0,1,3,801,6,238.9940385257575,1677.628546639046
2,7,0,0,1,0,1,0,1,1980,1,210.892975702343,3885.5621383297075
5,9,1,1,0,0,1,0,3,3707,2,238.09560816522404,1843.3565735902318
4,11,1,1,1,1,1,1,3,2555,4,245.2543612083006,6190.9204470519635
3,13,1,1,0,0,1,1,6,2301,1,223.96140984656986,2005.3874416629376
6,8,1,1,1,0,1,0,6,447,7,244.1882907602446,4593.040088144185
4,6,2,0,0,1,0,0,1,3294,8,243.81071160652886,2856.5099260366046
4,11,1,1,0,1,0,0,5,2457,6,241.3017069276456,2909.608996986922
0,12,0,1,0,0,1,1,6,3634,4,226.89958427104395,1437.2107347532585
3,6,1,1,1,0,0,0,5,2791,7,240.6567555345009,4007.0050084384743
3,16,1,1,0,0,0,0,7,2727,6,232.97428354470892,1819.6082326069522
1,11,1,1,0,0,0,0,3,776,3,221.32827673102048,1356.1928842371026
4,11,1,1,0,1,0,0,4,564,1,244.14322238747644,2991.5330931695885
6,14,1,0,2,1,0,0,3,1529,7,238.85840058968174,8749.833110884363
3,7,1,1,1,0,1,0,7,1677,2,238.185712520828,4363.364917198816
2,5,1,1,0,0,0,0,3,1652,2,220.95790254323526,1052.0099802021982
4,9,1,1,1,1,1,0,2,3665,1,239.1079632817947,5903.123759171214
2,7,1,1,0,0,1,0,1,1985,7,228.99994237207858,1523.2665119182898
2,12,1,1,0,0,0,0,2,2091,6,227.4681614817552,1482.4398693543649
5,13,1,1,0,0,1,0,6,3439,5,236.6128287626073,1987.8966554674746
6,8,1,0,0,0,0,0,5,3263,7,243.57544506909767,1420.8621535949303
4,10,1,1,0,0,0,1,7,1313,6,222.2544985204002,1609.0864556450124
6,7,1,1,2,1,1,1,5,3807,3,250.0,8878.457992038897
3,10,1,2,1,1,0,0,5,3316,9,250.0,5847.27569519465
3,9,1,0,2,0,0,1,6,2574,6,233.69269586704357,6917.865355339629
4,14,1,1,1,0,1,0,1,539,1,243.63305259471457,4793.598989019119
5,15,1,1,0,0,1,0,5,576,2,240.38253445664444,2109.4998080718933
3,8,1,1,1,0,0,0,4,3142,4,229.53185677511118,4058.7101458277702
5,15,1,1,0,0,0,1,7,2269,4,234.73738623039222,1986.2364537802302
1,9,2,2,1,0,0,0,4,3596,5,229.7000943583676,4481.977815333656
3,14,1,1,1,1,0,0,4,3191,3,241.3622423892376,5835.279193766826
3,13,0,1,0,0,0,0,7,1141,4,232.26283451753713,1292.7274631643452
4,8,1,1,1,1,0,0,4,2477,8,239.69760354340974,5620.54955311246
4,10,1,1,1,0,1,0,5,3714,6,242.58658051664605,4524.8732984510525
0,12,1,1,2,1,1,0,2,1555,7,250.0,8654.392126458682
3,9,1,0,1,0,0,0,3,1544,6,230.73882981840066,4032.845715099302
4,8,1,2,0,1,0,1,6,2161,7,228.44672087451028,3049.0581666333255
4,12,0,1,0,0,0,0,4,2290,9,242.2038097167828,1343.620403458274
3,4,1,0,1,0,0,0,1,663,9,219.25995877225955,3739.5813018958715
3,7,1,1,0,0,1,0,2,570,2,239.0693042516954,1585.9768818731593
3,10,1,1,2,1,1,1,7,1333,3,244.71719594301706,8840.932602922167
3,8,1,1,1,1,0,1,2,1614,2,235.80827767728792,5633.763507576937
3,12,1,0,1,0,0,0,2,2058,2,230.18650439712079,4230.241303434424
1,7,1,1,1,1,1,1,7,2104,9,229.64077526909645,5735.482856737241
3,9,1,1,0,1,0,1,4,1899,5,250.0,2906.4177753817403
